"","Year","School","G","W","L","W-L%","Rating","SOS","Conf_W","Conf_L","Hm_W","Hm_L","Aw_W","Aw_L","Tm.","Opp.","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","Pace","ORtg","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%","eFG%","TOV%","ORB%","FT/FGA","OppFG","OppFGA","OppFG%","Opp3P","Opp3PA","Opp3P%","OppFT","OppFTA","OppFT%","OppORB","OppTRB","OppAST","OppSTL","OppBLK","OppTOV","OppPF","OppPace","OppORtg","OppFTr","Opp3PAr","OppTS%","OppTRB%","OppAST%","OppSTL%","OppBLK%","OppeFG%","OppTOV%","OppORB%","OppFT/FGA","seed","Fir_4","Rnd_64","Rnd_32","Swt_16","Eli_8","Fin_4","Champ","wins"
"34","2018","Montana",34,26,8,0.765,6.28,-2.25,16,2,14,0,8,6,2625,2329,1380,944,2021,0.467,186,549,0.339,551,780,0.706,400,1258,428,264,114,422,716,70,108.7,0.386,0.272,0.549,53.3,45.3,10.9,9.2,0.513,15,33.1,0.273,784,1825,0.43,209,584,0.358,552,764,0.723,295,1102,343,168,129,522,674,70,96.5,0.419,0.32,0.532,46.7,43.8,7,8.8,0.487,19.3,25.6,0.302,14,NA,0,NA,NA,NA,NA,NA,0
"35","2018","Murray State",32,26,6,0.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,1280,870,1803,0.483,271,719,0.377,504,687,0.734,340,1186,471,216,104,384,559,68.2,115.3,0.381,0.399,0.591,54.1,54.1,9.9,8.7,0.558,15.3,33,0.28,761,1841,0.413,199,649,0.307,396,547,0.724,314,1005,322,173,105,402,579,68.2,97.1,0.297,0.353,0.504,45.9,42.3,7.9,9.7,0.467,16.1,27.1,0.215,12,NA,0,NA,NA,NA,NA,NA,0
"36","2018","Nevada",37,29,8,0.784,14.44,4.93,15,3,14,1,11,3,3055,2703,1500,1049,2238,0.469,354,904,0.392,603,812,0.743,339,1316,598,230,150,357,630,70.6,115.5,0.363,0.404,0.582,49.4,57,8.7,10.9,0.548,12,26.2,0.269,974,2248,0.433,275,868,0.317,480,677,0.709,393,1347,480,165,105,474,710,70.6,102.2,0.301,0.386,0.526,50.6,49.3,6.2,7.9,0.494,15.6,28.7,0.214,7,NA,1,1,0,NA,NA,NA,2
"37","2018","New Mexico State",34,28,6,0.824,9.06,-1.1,12,2,14,1,8,3,2572,2183,1365,963,2104,0.458,258,773,0.334,388,603,0.643,427,1402,481,189,103,429,604,70.1,107.5,0.287,0.367,0.538,56,49.9,7.9,8.6,0.519,15.2,34.2,0.184,763,1919,0.398,222,715,0.31,435,612,0.711,282,1103,320,166,82,463,603,70.1,91.3,0.319,0.373,0.494,44,41.9,6.9,6.2,0.455,17.3,22.4,0.227,12,NA,0,NA,NA,NA,NA,NA,0
"38","2018","North Carolina Central",35,19,16,0.543,-13.19,-12.31,9,7,12,2,3,13,2520,2425,1405,949,2060,0.461,212,640,0.331,410,597,0.687,410,1336,545,179,117,495,650,68.9,104.2,0.29,0.311,0.538,53.4,57.4,7.4,9.4,0.512,17.4,33.6,0.199,846,2030,0.417,259,786,0.33,474,663,0.715,359,1168,462,181,105,423,546,68.9,100.2,0.327,0.387,0.517,46.6,54.6,7.5,7.4,0.481,15.3,27.9,0.233,16,0,NA,NA,NA,NA,NA,NA,0
"39","2018","North Carolina-Greensboro",35,27,8,0.771,4.54,-3.87,15,3,16,1,8,6,2562,2189,1430,924,2075,0.445,331,938,0.353,383,549,0.698,417,1307,487,267,132,481,650,66.9,107.1,0.265,0.452,0.548,55,52.7,11.2,12.4,0.525,17.1,34.1,0.185,729,1794,0.406,229,727,0.315,502,692,0.725,264,1070,348,245,79,528,579,66.9,91.5,0.386,0.405,0.516,45,47.7,10.2,6.9,0.47,19.9,22.9,0.28,13,NA,0,NA,NA,NA,NA,NA,0
"40","2018","North Carolina State",33,21,12,0.636,12.91,6.7,11,7,16,3,4,5,2682,2477,1325,965,2054,0.47,263,707,0.372,489,703,0.696,400,1176,531,244,122,400,609,72.1,112.3,0.342,0.344,0.562,50.3,55,10.2,9.2,0.534,14.3,33.3,0.238,908,1952,0.465,199,629,0.316,462,657,0.703,363,1164,457,205,131,487,599,72.1,103.7,0.337,0.322,0.547,49.7,50.3,8.6,9.7,0.516,17.7,31.9,0.237,9,NA,0,NA,NA,NA,NA,NA,0
"41","2018","North Carolina",37,26,11,0.703,20.08,11.78,11,7,12,3,6,5,3018,2711,1485,1105,2417,0.457,305,849,0.359,503,677,0.743,511,1570,674,213,151,445,587,71.7,113.4,0.28,0.351,0.551,56.4,61,8,11.1,0.52,14,37.4,0.208,972,2297,0.423,357,940,0.38,410,597,0.687,362,1216,541,228,176,433,657,71.7,101.8,0.26,0.409,0.525,43.6,55.7,8.6,11.2,0.501,14.4,25.5,0.178,2,NA,1,0,NA,NA,NA,NA,1
"42","2018","Ohio State",34,25,9,0.735,17.67,9.03,15,3,16,2,6,2,2591,2297,1375,951,1980,0.48,239,678,0.353,450,616,0.731,330,1245,499,209,132,399,595,68,110.9,0.311,0.342,0.57,53.6,52.5,8.9,11.3,0.541,14.9,29.8,0.227,811,1944,0.417,272,775,0.351,403,574,0.702,302,1078,405,174,90,418,598,68,98.3,0.295,0.399,0.518,46.4,49.9,7.4,6.9,0.487,15.9,24.8,0.207,5,NA,1,0,NA,NA,NA,NA,1
"43","2018","Oklahoma",32,18,14,0.563,13.81,10.56,8,10,13,2,2,9,2718,2614,1295,954,2063,0.462,300,836,0.359,510,684,0.746,337,1229,479,208,151,428,551,76.5,109.7,0.332,0.405,0.569,49.8,50.2,8.4,11,0.535,15.2,28.3,0.247,964,2178,0.443,293,810,0.362,393,559,0.703,383,1237,471,215,141,415,574,76.5,105.5,0.257,0.372,0.535,50.2,48.9,8.7,11.5,0.51,14.5,30,0.18,10,NA,0,NA,NA,NA,NA,NA,0
"44","2018","Pennsylvania",33,24,9,0.727,2.24,-3.17,12,2,11,3,9,4,2506,2274,1355,893,1948,0.458,291,831,0.35,429,651,0.659,283,1239,508,194,92,391,566,70.2,105.3,0.334,0.427,0.555,51,56.9,8.2,7,0.533,14.8,23.6,0.22,816,1971,0.414,192,651,0.295,450,613,0.734,275,1192,323,174,97,406,609,70.2,95.6,0.311,0.33,0.503,49,39.6,7.3,8.7,0.463,15.2,22.3,0.228,16,NA,0,NA,NA,NA,NA,NA,0
"45","2018","Providence",35,21,14,0.6,11.12,10.23,10,8,13,4,4,7,2575,2544,1425,899,2037,0.441,223,671,0.332,554,787,0.704,367,1247,485,238,128,430,624,69.5,104,0.386,0.329,0.534,49.6,53.9,9.6,9.8,0.496,15.1,28.7,0.272,913,2054,0.444,240,746,0.322,478,654,0.731,357,1268,444,227,128,469,675,69.5,102.8,0.318,0.363,0.538,50.4,48.6,9.2,9.4,0.503,16.6,28.9,0.233,10,NA,0,NA,NA,NA,NA,NA,0
"46","2018","Purdue",37,30,7,0.811,23.41,8.74,15,3,16,1,8,2,2974,2431,1485,1033,2097,0.493,353,840,0.42,555,747,0.743,311,1295,598,211,180,399,580,68.2,117.5,0.356,0.401,0.606,51.8,57.9,8.3,12.5,0.577,14,27.3,0.265,907,2197,0.413,251,755,0.332,366,531,0.689,376,1204,443,190,94,448,688,68.2,96,0.242,0.344,0.496,48.2,48.8,7.5,7.5,0.47,15.5,27.6,0.167,2,NA,1,1,0,NA,NA,NA,2
"47","2018","Radford",36,23,13,0.639,-2.61,-4.08,12,6,12,2,7,10,2422,2336,1465,850,2000,0.425,277,793,0.349,445,614,0.725,414,1244,442,226,105,441,596,63.4,104.3,0.307,0.397,0.528,52.3,52,9.7,9.1,0.494,16.1,33.6,0.223,819,1897,0.432,261,745,0.35,437,582,0.751,317,1135,413,198,120,469,601,63.4,100.6,0.307,0.393,0.537,47.7,50.4,8.5,9.9,0.501,17.7,27.6,0.23,16,1,0,NA,NA,NA,NA,NA,1
"48","2018","Rhode Island",34,26,8,0.765,11.81,4.61,15,3,15,1,7,4,2583,2338,1370,954,2096,0.455,236,670,0.352,439,630,0.697,386,1170,520,249,118,362,645,69.2,108.9,0.301,0.32,0.539,50,54.5,10.5,9.5,0.511,13.1,30.8,0.209,811,1792,0.453,182,549,0.332,534,728,0.734,303,1170,397,187,105,536,591,69.2,98.6,0.406,0.306,0.547,50,49,7.9,7.4,0.503,20,27.9,0.298,7,NA,1,0,NA,NA,NA,NA,1
"49","2018","San Diego State",33,22,11,0.667,12.23,3.91,11,7,13,2,5,7,2545,2240,1320,902,1967,0.459,239,709,0.337,502,702,0.715,364,1250,488,206,107,394,564,70.4,109.6,0.357,0.36,0.553,53.7,54.1,8.9,9.4,0.519,14.6,31.8,0.255,795,1908,0.417,251,767,0.327,399,549,0.727,297,1077,440,201,109,443,636,70.4,96.4,0.288,0.402,0.516,46.3,55.3,8.7,8.7,0.482,17,25.1,0.209,11,NA,0,NA,NA,NA,NA,NA,0
"50","2018","Seton Hall",34,22,12,0.647,15.67,10.11,10,8,14,3,5,6,2701,2512,1370,971,2073,0.468,250,685,0.365,509,729,0.698,414,1302,527,210,117,432,614,71.1,110.9,0.352,0.33,0.558,53.1,54.3,8.6,9.1,0.529,15.2,34,0.246,903,2057,0.439,262,776,0.338,444,613,0.724,347,1149,442,201,111,431,664,71.1,103.2,0.298,0.377,0.535,46.9,48.9,8.3,8,0.503,15.5,28.1,0.216,8,NA,1,0,NA,NA,NA,NA,1
"51","2018","South Dakota State",35,28,7,0.8,6.84,-0.38,13,1,15,0,8,5,2958,2599,1415,1003,2147,0.467,374,927,0.403,578,759,0.762,308,1360,467,172,80,353,562,72.3,115.6,0.354,0.432,0.59,52.2,46.6,6.7,5.9,0.554,12.3,24.7,0.269,955,2235,0.427,291,875,0.333,398,554,0.718,305,1243,410,172,91,371,670,72.3,101.6,0.248,0.391,0.52,47.8,42.9,6.7,7.5,0.492,12.9,22.5,0.178,12,NA,0,NA,NA,NA,NA,NA,0
"52","2018","St. Bonaventure",34,26,8,0.765,8.87,2.61,14,4,13,1,9,4,2620,2407,1380,884,1959,0.451,255,661,0.386,597,794,0.752,344,1208,472,239,118,391,674,69.4,109.5,0.405,0.337,0.561,50.5,53.4,10,10.8,0.516,14.3,29.2,0.305,807,1917,0.421,266,829,0.321,527,737,0.715,353,1186,463,181,133,488,663,69.4,100.6,0.384,0.432,0.531,49.5,57.4,7.6,10.2,0.49,17.7,29,0.275,11,1,0,NA,NA,NA,NA,NA,1
"53","2018","Stephen F. Austin",35,28,7,0.8,2.67,-6.46,14,4,16,1,9,5,2819,2386,1400,1000,2059,0.486,242,651,0.372,577,819,0.705,399,1248,498,361,107,540,765,73.8,109.1,0.398,0.316,0.576,52.6,49.8,14,9.7,0.544,18.1,33.3,0.28,768,1796,0.428,246,689,0.357,604,878,0.688,325,1124,450,260,126,691,717,73.8,92.3,0.489,0.384,0.539,47.4,58.6,10.1,8.9,0.496,23.8,27.7,0.336,14,NA,0,NA,NA,NA,NA,NA,0
"54","2018","Syracuse",37,23,14,0.622,12.89,10.02,8,10,14,5,4,6,2466,2360,1500,832,1995,0.417,208,655,0.318,594,807,0.736,433,1375,395,258,198,460,611,64.3,102.2,0.405,0.328,0.518,52.6,47.5,10.7,17.4,0.469,16.2,34.1,0.298,801,2046,0.391,289,910,0.318,469,642,0.731,400,1237,591,228,116,469,679,64.3,97.8,0.314,0.445,0.502,47.4,73.8,9.4,8.7,0.462,16.6,29.8,0.229,11,1,1,1,0,NA,NA,NA,3
"55","2018","Tennessee",35,26,9,0.743,18.2,10.12,13,5,13,2,8,4,2584,2301,1410,885,2012,0.44,273,718,0.38,541,715,0.757,404,1262,550,222,156,422,680,67.1,109.3,0.355,0.357,0.549,51.4,62.1,9.4,12.8,0.508,15.2,33.3,0.269,784,1917,0.409,222,699,0.318,511,720,0.71,383,1194,383,194,112,484,674,67.1,97.3,0.376,0.365,0.509,48.6,48.9,8.2,8.7,0.467,17.6,30.9,0.267,3,NA,1,0,NA,NA,NA,NA,1
"56","2018","Texas A&M",35,22,13,0.629,15.3,10.62,9,9,13,3,4,7,2631,2467,1400,976,2121,0.46,230,700,0.329,449,679,0.661,429,1450,538,190,209,476,574,70.9,106,0.32,0.33,0.538,54.3,55.1,7.7,15.3,0.514,16.3,33.7,0.212,892,2186,0.408,268,821,0.326,415,603,0.688,378,1222,512,227,135,379,616,70.9,99.4,0.276,0.376,0.499,45.7,57.4,9.1,9.5,0.469,13.3,27,0.19,7,NA,1,1,0,NA,NA,NA,2
"57","2018","Texas Christian",33,21,12,0.636,16.38,9.68,9,9,15,3,3,7,2708,2487,1345,979,1973,0.496,274,694,0.395,476,674,0.706,365,1201,615,214,119,419,553,70,115,0.342,0.352,0.59,54.5,62.8,9.1,9.4,0.566,15.4,34,0.241,894,1958,0.457,262,697,0.376,437,598,0.731,291,1001,511,206,141,410,612,70,105.6,0.305,0.356,0.555,45.5,57.2,8.8,11,0.523,15.5,25.8,0.223,6,NA,0,NA,NA,NA,NA,NA,0
"58","2018","Texas Southern",36,16,20,0.444,-7.53,-5.53,12,6,8,2,5,17,2787,2859,1450,925,2111,0.438,280,781,0.359,657,906,0.725,368,1301,438,207,145,453,631,72.7,105.7,0.429,0.37,0.548,48.5,47.4,7.8,9.3,0.505,15.1,28.2,0.311,1048,2320,0.452,280,764,0.366,483,724,0.667,442,1381,569,191,145,426,757,72.7,108.4,0.312,0.329,0.537,51.5,54.3,7.2,10.9,0.512,13.8,32.1,0.208,16,1,0,NA,NA,NA,NA,NA,1
"59","2018","Texas Tech",37,27,10,0.73,19.38,9.6,11,7,17,1,4,6,2759,2397,1490,964,2096,0.46,252,702,0.359,579,823,0.704,396,1332,529,262,158,454,669,68.5,108.2,0.393,0.335,0.555,52.6,54.9,10.3,12.8,0.52,15.4,32.3,0.276,806,2008,0.401,249,770,0.323,536,762,0.703,368,1199,377,222,138,554,766,68.5,94,0.379,0.383,0.506,47.4,46.8,8.7,9.9,0.463,18.9,28.2,0.267,3,NA,1,1,1,0,NA,NA,3
"60","2018","Texas",34,19,15,0.559,13.96,10.67,8,10,13,4,3,7,2450,2338,1410,882,2010,0.439,245,766,0.32,441,663,0.665,358,1217,394,209,168,399,547,66.9,103.9,0.33,0.381,0.527,50,44.7,8.9,12.8,0.5,14.6,29.3,0.219,861,2028,0.425,237,714,0.332,379,532,0.712,353,1216,420,181,100,425,606,66.9,99.1,0.262,0.352,0.513,50,48.8,7.7,8,0.483,15.7,29.1,0.187,10,NA,0,NA,NA,NA,NA,NA,0
"61","2018","UCLA",33,21,12,0.636,12.07,6.86,11,7,14,2,3,7,2679,2507,1350,927,2014,0.46,310,813,0.381,515,715,0.72,335,1283,495,184,131,399,592,71.5,111.1,0.355,0.404,0.569,51.8,53.4,7.6,10.3,0.537,14.5,28.3,0.256,891,2105,0.423,287,829,0.346,438,625,0.701,347,1195,451,201,81,351,630,71.5,103.9,0.297,0.394,0.522,48.2,50.6,8.3,6.7,0.491,12.8,26.8,0.208,11,0,NA,NA,NA,NA,NA,NA,0
"62","2018","Villanova",40,36,4,0.9,26.64,10.24,14,4,12,1,9,3,3463,2807,1615,1220,2440,0.5,464,1158,0.401,559,718,0.779,380,1436,655,259,162,426,645,70.2,122.2,0.294,0.475,0.623,52.4,53.7,9.1,10.5,0.595,13.3,29.1,0.229,1028,2401,0.428,272,858,0.317,479,641,0.747,378,1306,532,193,105,512,698,70.2,99.1,0.267,0.357,0.519,47.6,51.8,6.8,8.2,0.485,15.9,26.4,0.2,1,NA,1,1,1,1,1,1,6
"63","2018","Virginia Tech",33,21,12,0.636,14.35,6.72,10,8,14,4,6,5,2634,2382,1335,931,1865,0.499,289,745,0.388,483,681,0.709,244,1078,542,191,74,395,523,69.9,112.9,0.365,0.399,0.602,48.8,58.2,8.2,6.6,0.577,15.3,23.7,0.259,844,1965,0.43,292,842,0.347,402,577,0.697,346,1130,460,174,124,433,572,69.9,102.1,0.294,0.428,0.532,51.2,54.5,7.5,11.1,0.504,16.2,29.3,0.205,8,NA,0,NA,NA,NA,NA,NA,0
"64","2018","Virginia",34,31,3,0.912,22.21,9.07,17,1,16,1,10,1,2283,1836,1365,848,1844,0.46,247,645,0.383,340,451,0.754,282,1099,458,232,124,290,480,60.6,110.4,0.245,0.35,0.555,51.2,54,11.2,12.3,0.527,12.3,26.9,0.184,647,1703,0.38,215,694,0.31,327,447,0.732,280,1048,308,130,87,432,510,60.6,88.8,0.262,0.408,0.479,48.8,47.6,6.3,7.3,0.443,18.4,25.5,0.192,1,NA,0,NA,NA,NA,NA,NA,0
"65","2018","West Virginia",37,26,11,0.703,19.88,9.36,11,7,14,3,5,5,2964,2575,1485,1036,2374,0.436,322,911,0.353,570,744,0.766,513,1401,561,301,192,420,798,70.6,113,0.313,0.384,0.543,52.5,54.2,11.5,15.9,0.504,13.3,36.5,0.24,835,1962,0.426,288,758,0.38,617,866,0.712,375,1268,462,204,148,612,695,70.6,98.2,0.441,0.386,0.542,47.5,55.3,7.8,10.1,0.499,20.5,29.7,0.314,5,NA,1,1,0,NA,NA,NA,2
"66","2018","Wichita State",33,25,8,0.758,16.58,5.46,14,4,13,3,9,2,2731,2364,1330,957,2009,0.476,300,787,0.381,517,700,0.739,404,1336,610,154,127,385,580,70,117.3,0.348,0.392,0.583,57.1,63.7,6.6,11.1,0.551,14.1,35.5,0.257,809,1922,0.421,282,776,0.363,464,639,0.726,271,1005,356,200,111,379,658,70,101.5,0.332,0.404,0.531,42.9,44,8.6,9.1,0.494,14.6,22.5,0.241,4,NA,0,NA,NA,NA,NA,NA,0
"67","2018","Wright State",35,25,10,0.714,0.58,-3.64,14,4,14,2,8,7,2500,2307,1410,873,2019,0.432,237,703,0.337,517,723,0.715,354,1266,460,231,77,459,558,70,101.4,0.358,0.348,0.529,51.8,52.7,9.4,6.5,0.491,16.3,28.8,0.256,816,1965,0.415,268,775,0.346,407,573,0.71,303,1178,420,204,102,531,702,70,93.6,0.292,0.394,0.516,48.2,51.5,8.3,7.8,0.483,19.2,24.9,0.207,14,NA,0,NA,NA,NA,NA,NA,0
"68","2018","Xavier",35,29,6,0.829,19.08,9.45,15,3,17,1,9,2,2953,2616,1415,1011,2055,0.492,274,736,0.372,657,843,0.779,340,1342,579,205,109,441,602,72.4,115.4,0.41,0.358,0.601,55.1,57.3,8,8.4,0.559,15.2,29.9,0.32,944,2192,0.431,301,902,0.334,427,562,0.76,296,1095,492,238,127,400,731,72.4,102.2,0.256,0.411,0.532,44.9,52.1,9.3,9.6,0.499,14,22.8,0.195,1,NA,1,0,NA,NA,NA,NA,1
